document_id,title,abstract,chemical_mesh_ids,disease_mesh_ids,relation_count,chemical_mentions_count,disease_mentions_count
15458908,Safety and adverse effects associated with raloxifene: multiple outcomes of raloxifene evaluation.,"OBJECTIVE: To examine the effect of raloxifene on major adverse events that occur with postmenopausal estrogen therapy or tamoxifen. METHODS: The Multiple Outcomes of Raloxifene Evaluation, a multicenter, randomized, double-blind trial, enrolled 7,705 postmenopausal women with osteoporosis. Women were randomly assigned to raloxifene 60 mg/d or 120 mg/d or placebo. Outcomes included venous thromboembolism, cataracts, gallbladder disease, and endometrial hyperplasia or cancer. RESULTS: During a me...",D004967|D013629|D020849,D004714|D016889|D004714|D016889|D002386|D005705|D054556|D010024,1,11,17
15737522,Ceftriaxone-associated biliary pseudolithiasis in paediatric surgical patients.,"It is well known that ceftriaxone leads to pseudolithiasis in some patients. Clinical and experimental studies also suggest that situations causing gallbladder dysfunction, such as fasting, may have a role for the development of pseudolithiasis. In this study, we prospectively evaluated the incidence and clinical importance of pseudolithiasis in paediatric surgical patients receiving ceftriaxone treatment, who often had to fast in the post-operative period. Fifty children who were given ceftriax...",D002443,D005705|D001660,1,4,8
16005948,Evaluation of the anticocaine monoclonal antibody GNC92H2 as an immunotherapy for cocaine overdose.,"The illicit use of cocaine continues in epidemic proportions and treatment for cocaine overdose remains elusive. Current protein-based technology offers a new therapeutic venue by which antibodies bind the drug in the blood stream, inactivating its toxic effects. The therapeutic potential of the anticocaine antibody GNC92H2 was examined using a model of cocaine overdose. Swiss albino mice prepared with intrajugular catheters were tested in photocell cages after administration of 93 mg/kg (LD50) ...",D003042,D003643|D064420|D012640|D062787,1,12,8
16167916,"The effects of short-term raloxifene therapy on fibrinolysis markers: TAFI, tPA, and PAI-1.","BACKGROUND: Markers of fibrinolysis, thrombin-activatable fibrinolysis inhibitor (TAFI), tissue-type plasminogen activator (tPA), and plasminogen activator inhibitor-1 (PAI-1) levels were studied for the evaluation of short-term effects of raloxifene administration in postmenopausal women. METHODS: Thirty-nine postmenopausal women with osteopenia or osteoporosis were included in this prospective, controlled clinical study. Twenty-five women were given raloxifene hydrochloride (60 mg/day) plus ca...",D002118|D020849,D054556|D000568|D001851|D010024,1,7,4
16403073,Ketoconazole induced torsades de pointes without concomitant use of QT interval-prolonging drug.,Ketoconazole is not known to be proarrhythmic without concomitant use of QT interval-prolonging drugs. We report a woman with coronary artery disease who developed a markedly prolonged QT interval and torsades de pointes (TdP) after taking ketoconazole for treatment of fungal infection. Her QT interval returned to normal upon withdrawal of ketoconazole. Genetic study did not find any mutation in her genes that encode cardiac IKr channel proteins. We postulate that by virtue of its direct blockin...,D007654,D003324|D009181|D016171|D008133,2,6,8
16755009,Pharmacological evidence for the potential of Daucus carota in the management of cognitive dysfunctions.,"The present study was aimed at investigating the effects of Daucus carota seeds on cognitive functions, total serum cholesterol levels and brain cholinesterase activity in mice. The ethanolic extract of Daucus carota seeds (DCE) was administered orally in three doses (100, 200, 400 mg/kg) for seven successive days to different groups of young and aged mice. Elevated plus maze and passive avoidance apparatus served as the exteroceptive behavioral models for testing memory. Diazepam-, scopolamine-...",D010936|D002784|D012601|D003975,D003072|D000647,2,17,4
16904497,Cauda equina syndrome after epidural steroid injection: a case report.,"OBJECTIVE: Conventional treatment methods of lumbusacral radiculopathy are physical therapy, epidural steroid injections, oral medications, and spinal manipulative therapy. Cauda equina syndrome is a rare complication of epidural anesthesia. The following case is a report of cauda equina syndrome possibly caused by epidural injection of triamcinolone and bupivacaine. CLINICAL FEATURES: A 50-year-old woman with low back and right leg pain was scheduled for epidural steroid injection. INTERVENTION...",C030262|D002045|D014221|D013256,D006987|D017116|D010146|D017116|D010146|D020335|D011128|D011843|D009422,2,9,11
16938416,High-dose testosterone is associated with atherosclerosis in postmenopausal women.,"OBJECTIVES: To study the long-term effects of androgen treatment on atherosclerosis in postmenopausal women. METHODS: In a population-based study in 513 naturally postmenopausal women aged 54-67 years, we studied the association between self-reported intramuscularly administered high-dose estrogen-testosterone therapy (estradiol- and testosterone esters) and aortic atherosclerosis. Aortic atherosclerosis was diagnosed by radiographic detection of calcified deposits in the abdominal aorta, which ...",D002784|D004967|C032109|D000431|D013739,D050197|D003920,1,7,9
17147461,Sirolimus-associated proteinuria and renal dysfunction.,"Sirolimus is a novel immunosuppressant with potent antiproliferative actions through its ability to inhibit the raptor-containing mammalian target of rapamycin protein kinase. Sirolimus represents a major therapeutic advance in the prevention of acute renal allograft rejection and chronic allograft nephropathy. Its role in the therapy of glomerulonephritis, autoimmunity, cystic renal diseases and renal cancer is under investigation. Because sirolimus does not share the vasomotor renal adverse ef...",D000809|D000804|D020123,D007674|D005921|D052177|D007680|D051436|D011507|D058186|D001327,2,14,15
17241784,Progressive myopathy with up-regulation of MHC-I associated with statin therapy.,"Statins can cause a necrotizing myopathy and hyperCKaemia which is reversible on cessation of the drug. What is less well known is a phenomenon whereby statins may induce a myopathy, which persists or may progress after stopping the drug. We investigated the muscle pathology in 8 such cases. All had myofibre necrosis but only 3 had an inflammatory infiltrate. In all cases there was diffuse or multifocal up-regulation of MHC-I expression even in non-necrotic fibres. Progressive improvement occurr...",D008727|D011239|D019821,D009336|D009135,2,7,8
17261653,Direct inhibition of cardiac hyperpolarization-activated cyclic nucleotide-gated pacemaker channels by clonidine.,"BACKGROUND: Inhibition of cardiac sympathetic tone represents an important strategy for treatment of cardiovascular disease, including arrhythmia, coronary heart disease, and chronic heart failure. Activation of presynaptic alpha2-adrenoceptors is the most widely accepted mechanism of action of the antisympathetic drug clonidine; however, other target proteins have been postulated to contribute to the in vivo actions of clonidine. METHODS AND RESULTS: To test whether clonidine elicits pharmacolo...",D003000|D009712,D001145|D001919|D002318|D003327|D006333,1,14,5
17343925,Influence of smoking on developing cochlea. Does smoking during pregnancy affect the amplitudes of transient evoked otoacoustic emissions in newborns?,"OBJECTIVE: Maternal tobacco smoking has negative effects on fetal growth. The influence of smoking during pregnancy on the developing cochlea has not been estimated, although smoking has been positively associated with hearing loss in adults. The objective of this study was to determine the effects of maternal smoking on transient evoked otoacoustic emissions (TEOAEs) of healthy neonates. METHODS: This study was undertaken as part of neonatal screening for hearing impairment and involved both ea...",D012906,D034381,1,9,3
17400887,Neuroinflammation and behavioral abnormalities after neonatal terbutaline treatment in rats: implications for autism.,"Autism is a neurodevelopmental disorder presenting before 3 years of age with deficits in communication and social skills and repetitive behaviors. In addition to genetic influences, recent studies suggest that prenatal drug or chemical exposures are risk factors for autism. Terbutaline, a beta2-adrenoceptor agonist used to arrest preterm labor, has been associated with increased concordance for autism in dizygotic twins. We studied the effects of terbutaline on microglial activation in differen...",D013726,D020078|D002658|D001321|D003147|D002659|D007752|D001523,1,7,13
17612891,Acute myocarditis associated with clozapine.,"OBJECTIVE: A case of acute myocarditis associated with the commencement of clozapine is described, highlighting the onset, course and possible contributing factors. There is an urgent need to raise awareness about this potentially fatal complication of clozapine use. RESULTS: A 20-year-old male with schizophrenia developed a sudden onset of myocarditis after commencement of clozapine. The patient recovered with intensive medical support. The symptoms occurred around 2 weeks after starting clozap...",D000928|D003024,D009205|D011618|D012559,2,9,6
